ZdAId;ZdAVersion;ZdACreated;ZdAChanged;ZdAName;ZdAXEpsg2154;ZdAYEpsg2154;ZdCId;ZdAPostalRegion;ZdATown;ZdAType
47524;1119540-1119541;2014-12-29T00:00:00+01:00;2021-10-22T10:38:02+02:00;Belloy - Saint-Martin;653356;6888917;67126;95056;Belloy-en-France;railStation
47119;1086892-1086949;2014-12-29T00:00:00+01:00;2021-10-22T10:37:44+02:00;Bagneaux-sur-Loing;678022;6792157;61145;77016;Bagneaux-sur-Loing;railStation
43070;1119538-1119539;2014-12-29T00:00:00+01:00;2021-10-22T10:37:37+02:00;Aubergenville Élisabethville;615734;6875324;65490;78029;Aubergenville;railStation
45179;1338963-1338964;2014-12-29T00:00:00+01:00;2021-10-15T15:05:22+02:00;Grange aux Belles - Juliette Dodu;653701;6864146;71872;75110;Paris 10e;onstreetBus
45151;45151-71289;2014-12-29T15:31:51+01:00;2021-10-15T12:25:17+02:00;Palais de la Découverte;649389;6863003;71289;75108;Paris 8e;onstreetBus
45143;1338270-1338269;2014-12-29T00:00:00+01:00;2021-10-15T10:22:38+02:00;Général Détrie;648475;6861684;71208;75115;Paris 15e;onstreetBus
45126;45126-73644;2014-12-29T15:31:51+01:00;2021-10-15T10:14:59+02:00;Bosquet - Saint-Dominique;648907;6862312;73644;75107;Paris 7e;onstreetBus
417814;700130-700138;2015-05-28T17:41:44+02:00;2021-10-14T18:26:17+02:00;Turbigo - République;653134;6863119;71296;75103;Paris 3e;onstreetBus
59341;59341-74373;2014-12-29T15:31:51+01:00;2021-10-14T10:32:14+02:00;Collège Lucie Aubrac;652578;6873548;74373;93079;Villetaneuse;onstreetBus
58655;58655-73942;2014-12-29T15:31:51+01:00;2021-10-14T10:08:09+02:00;Raymond Rochon;654005;6876052;73942;95585;Sarcelles;onstreetBus
52131;52131-70008;2014-12-29T15:31:51+01:00;2021-10-14T09:48:21+02:00;Cokerie;657195;6853256;70008;94002;Alfortville;onstreetBus
55226;55226-61861;2014-12-29T15:31:51+01:00;2021-10-13T15:54:53+02:00;Couperin;666799;6824344;61861;77378;Pringy;onstreetBus
50394;50394-70589;2014-12-29T15:31:51+01:00;2021-10-13T14:14:35+02:00;Chemin des Vignes;645276;6857820;70589;92040;Issy-les-Moulineaux;onstreetBus
51096;51096-70189;2014-12-29T15:31:51+01:00;2021-10-13T11:06:16+02:00;Château;660088;6854778;70189;94028;Créteil;onstreetBus
45538;45538-72066;2014-12-29T15:31:51+01:00;2021-10-13T10:32:39+02:00;Colette Besson;653344;6866685;72066;75118;Paris 18e;onstreetTram
51194;51194-1335830;2014-12-29T15:31:51+01:00;2021-10-12T11:38:29+02:00;Centre Administratif;654752;6845262;63018;91027;Athis-Mons;onstreetBus
43297;43297-66779;2014-12-29T15:31:51+01:00;2021-10-11T17:48:31+02:00;Gloton;596385;6883920;66779;78057;Bennecourt;onstreetBus
422411;758189-758198;2016-05-04T11:33:07+02:00;2021-10-11T17:46:08+02:00;Eglise;594988;6883172;422412;78057;Bennecourt;onstreetBus
59031;1299434-1299450;2014-12-29T00:00:00+01:00;2021-10-11T17:23:58+02:00;Grand Val;591309;6887061;482332;78320;Notre-Dame-de-la-Mer;onstreetBus
54130;54130-856189;2014-12-29T15:31:51+01:00;2021-10-11T15:45:21+02:00;Le Trapil;621915;6887456;67082;95658;Vigny;onstreetBus
54128;1327303-1327304;2014-12-29T00:00:00+01:00;2021-10-11T15:45:15+02:00;Collège;621340;6888040;67094;95658;Vigny;onstreetBus
44886;44886-67143;2014-12-29T15:31:51+01:00;2021-10-11T15:44:55+02:00;Stade;624431;6889971;67143;95625;Us;onstreetBus
42673;1285454-1285455;2014-12-29T00:00:00+01:00;2021-10-11T15:44:51+02:00;Les Closeaux;624324;6890569;67161;95625;Us;onstreetBus
54102;54102-65082;2014-12-29T15:31:51+01:00;2021-10-11T15:43:51+02:00;La Villeneuve;611651;6872636;65082;78402;Mézières-sur-Seine;onstreetBus
47864;730195-730196;2014-12-29T00:00:00+01:00;2021-10-11T15:41:57+02:00;Mairie;621596;6886937;67062;95658;Vigny;onstreetBus
413565;663532-67155;2015-02-27T00:00:00+01:00;2021-10-11T15:41:29+02:00;Abribus;615815;6890185;67155;95295;Guiry-en-Vexin;onstreetBus
53995;53995-65144;2014-12-29T15:31:51+01:00;2021-10-11T15:40:28+02:00;Chemin Neuf;613297;6873158;65144;78217;Épône;onstreetBus
53993;1327184-1327185;2014-12-29T00:00:00+01:00;2021-10-11T15:40:26+02:00;Carrefour Saint-Martin;613537;6873281;65163;78217;Épône;onstreetBus
53991;53991-65017;2014-12-29T15:31:51+01:00;2021-10-11T15:40:22+02:00;Allée de Pinceloup;612717;6872207;65017;78217;Épône;onstreetBus
53983;53983-65425;2014-12-29T15:31:51+01:00;2021-10-11T15:40:14+02:00;Boulevard de la Paix;614772;6875063;65425;78217;Épône;onstreetBus
473390;1095086-1208895;2019-03-13T00:00:00+01:00;2021-10-11T15:40:10+02:00;Place Hubeaut;627175;6886990;479906;95181;Courcelles-sur-Viosne;onstreetBus
54096;54096-64800;2014-12-29T15:31:51+01:00;2021-10-11T15:39:41+02:00;Brouillard;611143;6870266;64800;78217;Épône;onstreetBus
51117;51117-65470;2014-12-29T15:31:51+01:00;2021-10-11T13:55:07+02:00;Eglise Sainte-Geneviève;655404;6874985;65470;95268;Garges-lès-Gonesse;onstreetBus
57464;57464-72714;2014-12-29T15:31:51+01:00;2021-10-11T13:53:31+02:00;Eglise Saint-Charles;659385;6871937;72714;93007;Le Blanc-Mesnil;onstreetBus
482769;1333013-1333302;2021-10-06T11:28:40+02:00;2021-10-08T17:27:52+02:00;Marthe;649006;6876379;482771;95598;Soisy-sous-Montmorency;onstreetBus
58653;58653-73940;2014-12-29T15:31:51+01:00;2021-10-06T14:34:47+02:00;Ecole Jean Jaurès;655175;6875639;73940;95585;Sarcelles;onstreetBus
58374;58374-836352;2014-12-29T15:31:51+01:00;2021-10-06T09:48:03+02:00;Progrès - Emile Zola;657539;6861471;71691;93048;Montreuil;onstreetBus
463922;1332674-71318;2019-02-22T00:00:00+01:00;2021-10-05T13:40:20+02:00;Rond-Point des Champs-Élysées - Matignon;649493;6863504;71318;75108;Paris 8e;onstreetBus
50747;50747-72152;2014-12-29T15:31:51+01:00;2021-10-05T10:47:18+02:00;Mairie;647883;6868039;72152;92004;Asnières-sur-Seine;onstreetBus
47250;47250-71705;2014-12-29T15:31:51+01:00;2021-10-05T10:17:48+02:00;Georges Le Tiec;659658;6861562;71705;94033;Fontenay-sous-Bois;onstreetBus
57158;1332082-1678042;2014-12-29T00:00:00+01:00;2021-10-04T14:37:43+02:00;Les Bâtes;606534;6878622;478856;78335;Limay;onstreetBus
46487;46487-66245;2014-12-29T15:31:51+01:00;2021-09-17T10:50:44+02:00;Victor Hugo;645959;6878448;66245;95574;Saint-Prix;onstreetBus
54181;54181-846697;2014-12-29T15:31:51+01:00;2021-09-17T10:50:17+02:00;Chemin de Viarmes;651458;6883588;66830;95028;Attainville;onstreetBus
54452;54452-66115;2014-12-29T15:31:51+01:00;2021-09-17T10:43:45+02:00;Monument aux Morts;650427;6877813;66115;95428;Montmorency;onstreetBus
54499;54499-1232793;2014-12-29T15:31:51+01:00;2021-09-17T10:43:06+02:00;Les Tourelles;648110;6876928;65860;95598;Soisy-sous-Montmorency;onstreetBus
54416;54416-65858;2014-12-29T15:31:51+01:00;2021-09-17T10:42:20+02:00;Jeanne d'Arc;646965;6876859;65858;95203;Eaubonne;onstreetBus
54439;54439-65946;2014-12-29T15:31:51+01:00;2021-09-17T10:40:50+02:00;Ermitage;650979;6877199;65946;95428;Montmorency;onstreetBus
54430;54430-72405;2014-12-29T15:31:51+01:00;2021-09-17T10:40:28+02:00;Coussaye-Soupirs;649246;6873885;72405;93031;Épinay-sur-Seine;onstreetBus
54425;54425-65319;2014-12-29T15:31:51+01:00;2021-09-17T10:40:26+02:00;Collège Pompidou;649030;6874123;65319;95210;Enghien-les-Bains;onstreetBus
54465;54465-65468;2014-12-29T15:31:51+01:00;2021-09-17T10:39:35+02:00;Carnot;651899;6875000;65468;95427;Montmagny;onstreetBus
54472;54472-65568;2014-12-29T15:31:51+01:00;2021-09-17T10:39:05+02:00;Alliance;648143;6875471;65568;95203;Eaubonne;onstreetBus
58476;58476-70200;2014-12-29T15:31:51+01:00;2021-09-15T17:03:49+02:00;Edouard Vaillant - Cimetière;652660;6854971;70200;94076;Villejuif;onstreetBus
58470;1328861-1328862;2014-12-29T00:00:00+01:00;2021-09-15T17:01:35+02:00;Verdun - Grosménil;652665;6855141;70240;94076;Villejuif;onstreetBus
48072;48072-69669;2014-12-29T15:31:51+01:00;2021-09-15T16:55:55+02:00;La Victoire;656420;6849747;69669;94054;Orly;onstreetBus
59326;1016936-74368;2014-12-29T00:00:00+01:00;2021-09-13T14:03:17+02:00;Delaunay - Belleville;652193;6871933;74368;93066;Saint-Denis;onstreetTram
50685;1017130-72365;2014-12-29T00:00:00+01:00;2021-09-13T12:48:50+02:00;Guynemer;652937;6872217;72365;93066;Saint-Denis;onstreetTram
50221;50221-69924;2014-12-29T15:31:51+01:00;2021-09-10T17:06:49+02:00;La Folie;656935;6852594;69924;94022;Choisy-le-Roi;onstreetBus
416843;1327067-1327068;2015-05-19T00:00:00+02:00;2021-09-08T14:27:36+02:00;Bois Saint-Clair;603597;6900916;67382;95541;Saint-Clair-sur-Epte;onstreetBus
45207;1326477-1326478;2014-12-29T00:00:00+01:00;2021-09-06T09:26:30+02:00;Bréguet - Sabin;653909;6861781;415618;75111;Paris 11e;onstreetBus
55758;1326358-1326359;2014-12-29T00:00:00+01:00;2021-09-03T17:50:02+02:00;Avenue Marcel Martinie;648073;6858388;70651;92075;Vanves;onstreetBus
424567;802042-802044;2016-09-29T21:14:51+02:00;2021-09-01T11:21:43+02:00;Route de Guitrancourt;609837;6877440;424568;78296;Guitrancourt;onstreetBus
59177;59177-74242;2014-12-29T15:31:51+01:00;2021-09-01T11:14:42+02:00;Morvent;595248;6880694;74242;78089;Bonnières-sur-Seine;onstreetBus
56616;56616-64388;2014-12-29T15:31:51+01:00;2021-09-01T11:09:24+02:00;Millerus - La Ferme;594240;6864654;64388;78618;Tilly;onstreetBus
415151;1325967-1325966;2015-03-30T00:00:00+02:00;2021-09-01T11:05:49+02:00;Les Gâtines Rouges;590611;6865574;415152;28096;La Chaussée-d'Ivry;onstreetBus
53230;53230-65037;2014-12-29T15:31:51+01:00;2021-09-01T10:47:49+02:00;Mairie;600617;6872483;65037;78231;Favrieux;onstreetBus
56657;56657-65098;2014-12-29T15:31:51+01:00;2021-09-01T10:31:13+02:00;Haussepied;599339;6873223;65098;78484;Perdreauville;onstreetBus
56649;56649-1325777;2014-12-29T15:31:51+01:00;2021-09-01T10:22:28+02:00;Vert Village;593239;6872639;482707;78107;Bréval;onstreetBus
59132;1325744-1325745;2014-12-29T00:00:00+01:00;2021-09-01T10:15:09+02:00;Collège Les Nénuphars;592792;6872473;74208;78107;Bréval;onstreetBus
45702;45702-71098;2014-12-29T15:31:51+01:00;2021-08-31T17:52:59+02:00;Berthollet - Vauquelin;651986;6860215;71098;75105;Paris 5e;onstreetBus
53235;53235-64772;2014-12-29T15:31:51+01:00;2021-08-31T11:07:53+02:00;Ruelles;596778;6870093;64772;78346;Longnes;onstreetBus
46979;46979-744146;2014-12-29T15:31:51+01:00;2021-08-31T10:47:16+02:00;Vigneux;613395;6877540;420954;78267;Gargenville;onstreetBus
57122;1325385-1325386;2014-12-29T00:00:00+01:00;2021-08-31T10:37:08+02:00;Hôpital;604682;6879899;66424;78239;Follainville-Dennemont;onstreetBus
58541;58541-1324902;2014-12-29T15:31:51+01:00;2021-08-30T15:34:39+02:00;Château des Rentiers;653917;6858227;479957;75113;Paris 13e;onstreetBus
57198;57198-66454;2014-12-29T15:31:51+01:00;2021-08-30T13:36:57+02:00;La Chartre;613934;6880550;66454;78113;Brueil-en-Vexin;onstreetBus
57154;57154-66090;2014-12-29T15:31:51+01:00;2021-08-30T13:25:20+02:00;Duvivier;606970;6878233;66090;78335;Limay;onstreetBus
415143;637285-637287;2015-03-30T14:19:29+02:00;2021-08-30T13:22:15+02:00;Degas;581166;6849141;415144;28134;Dreux;onstreetBus
57581;57581-65287;2014-12-29T15:31:51+01:00;2021-08-30T13:18:19+02:00;Cytises;607163;6874218;65287;78291;Guerville;onstreetBus
56653;56653-65265;2014-12-29T15:31:51+01:00;2021-08-30T13:01:18+02:00;Clos du Rame;601235;6874588;65265;78245;Fontenay-Mauvoisin;onstreetBus
56650;1298839-1298838;2014-12-29T00:00:00+01:00;2021-08-30T12:43:18+02:00;Carrefour;599849;6874715;65349;78484;Perdreauville;onstreetBus
53250;1324263-1324264;2014-12-29T00:00:00+01:00;2021-08-30T12:33:02+02:00;Bois Prévost;598218;6881852;66623;78255;Freneuse;onstreetBus
57141;57141-1324223;2014-12-29T15:31:51+01:00;2021-08-30T12:20:05+02:00;Bardeaux;612207;6877567;65942;78314;Issou;onstreetBus
57991;861791-861792;2014-12-29T00:00:00+01:00;2021-08-30T10:12:05+02:00;Lycée Lavoisier;610278;6875553;65496;78501;Porcheville;onstreetBus
420946;744011-744021;2016-01-06T11:55:38+01:00;2021-08-30T10:02:33+02:00;Hautes Bovettes;611453;6877069;420947;78314;Issou;onstreetBus
53252;53252-66783;2014-12-29T15:31:51+01:00;2021-08-30T09:43:54+02:00;Curie;597580;6883534;66783;78255;Freneuse;onstreetBus
424626;802988-1305784;2016-09-30T00:00:00+02:00;2021-08-30T09:33:26+02:00;Quai aux Vins;606752;6877895;66022;78335;Limay;onstreetBus
50524;1323234-1323235;2014-12-29T00:00:00+01:00;2021-08-27T10:42:22+02:00;Edouard Tremblay (av du Colonel Fabien);654289;6854119;70097;94081;Vitry-sur-Seine;onstreetBus
46110;1323126-1323127;2014-12-29T00:00:00+01:00;2021-08-26T17:07:32+02:00;Cimetière - Pont Blanc;655504;6868700;72539;93001;Aubervilliers;onstreetBus
53263;53263-66743;2014-12-29T15:31:51+01:00;2021-08-26T14:59:30+02:00;Ventines;597371;6883167;66743;78255;Freneuse;onstreetBus
44792;861767-861768;2014-12-29T00:00:00+01:00;2021-08-26T14:59:17+02:00;Sacré Coeur;605423;6876768;65744;78362;Mantes-la-Ville;onstreetBus
43952;43952-846511;2014-12-29T15:31:51+01:00;2021-08-26T14:58:24+02:00;Mairie;603411;6874892;65387;78354;Magnanville;onstreetBus
473132;1088393-1088440;2019-03-11T00:00:00+01:00;2021-08-26T14:56:47+02:00;Gare de Dreux;580237;6849226;411493;28134;Dreux;onstreetBus
56966;56966-65364;2014-12-29T15:31:51+01:00;2021-08-26T14:56:33+02:00;Chenonceaux;605784;6874775;65364;78362;Mantes-la-Ville;onstreetBus
53254;53254-1322535;2014-12-29T15:31:51+01:00;2021-08-25T16:33:32+02:00;Guyenne;597677;6882482;66674;78255;Freneuse;onstreetBus
53249;1322518-1322535;2014-12-29T00:00:00+01:00;2021-08-25T16:32:04+02:00;Belles Côtes;597733;6882458;66674;78255;Freneuse;onstreetBus
46266;46266-1016198;2014-12-29T15:31:51+01:00;2021-08-25T09:00:47+02:00;Aéroport CDG - Terminal 2AC;668139;6878249;412554;93073;Tremblay-en-France;onstreetBus
58544;1320704-1320705;2014-12-29T00:00:00+01:00;2021-08-23T14:45:32+02:00;Ampère;650708;6870305;73823;92078;Villeneuve-la-Garenne;onstreetBus
43856;1320501-1320502;2014-12-29T00:00:00+01:00;2021-08-23T12:03:18+02:00;Rabelais;643967;6857098;70468;92048;Meudon;onstreetBus
47411;1016885-658271;2014-12-29T00:00:00+01:00;2021-08-16T15:20:11+02:00;Charlebourg;644174;6867778;72137;92035;La Garenne-Colombes;onstreetTram
55904;1319088-1319089;2014-12-29T00:00:00+01:00;2021-08-13T12:38:18+02:00;Courtillière;676153;6863286;68350;77438;Saint-Thibault-des-Vignes;onstreetBus
52306;52306-66290;2014-12-29T15:31:51+01:00;2021-08-10T11:32:46+02:00;Rhin et Danube;652854;6878638;66290;95539;Saint-Brice-sous-Forêt;onstreetBus
52779;52779-66073;2014-12-29T15:31:51+01:00;2021-08-10T11:30:45+02:00;Planchette;652244;6877701;66073;95539;Saint-Brice-sous-Forêt;onstreetBus
58425;58425-73759;2014-12-29T15:31:51+01:00;2021-08-10T11:23:16+02:00;Centre Sapeurs-Pompiers;652204;6877531;73759;95539;Saint-Brice-sous-Forêt;onstreetBus
42908;42908-62116;2014-12-29T15:31:51+01:00;2021-08-09T16:43:52+02:00;Trainard;666886;6828706;62116;77447;Seine-Port;onstreetBus
44715;44715-1285470;2014-12-29T15:31:51+01:00;2021-08-09T16:32:57+02:00;Route de Voisenon;675142;6827547;481667;77288;Melun;onstreetBus
55614;55614-61875;2014-12-29T15:31:51+01:00;2021-08-09T16:12:21+02:00;Place de Verdun;671291;6824528;61875;77038;Boissettes;onstreetBus
45816;45816-62125;2014-12-29T15:31:51+01:00;2021-08-09T15:57:22+02:00;Montesson;666641;6828790;62125;77447;Seine-Port;onstreetBus
43645;43645-61933;2014-12-29T15:31:51+01:00;2021-08-09T15:33:45+02:00;Le Larré;668854;6825680;61933;77039;Boissise-la-Bertrand;onstreetBus
45801;45801-61879;2014-12-29T15:31:51+01:00;2021-08-09T14:38:49+02:00;Ecole Matisse;674781;6824559;61879;77389;La Rochette;onstreetBus
56791;1283533-1283534;2014-12-29T00:00:00+01:00;2021-08-09T13:20:53+02:00;Zone d'Activités;636883;6889178;67127;95308;Hérouville;onstreetBus
56827;1285505-1285504;2014-12-29T00:00:00+01:00;2021-08-09T13:10:41+02:00;Rue de Pontoise;635269;6893453;67246;95627;Vallangoujard;onstreetBus
56800;56800-67253;2014-12-29T15:31:51+01:00;2021-08-09T13:07:20+02:00;Route d'Us;625939;6893732;67253;95370;Marines;onstreetBus
56772;56772-67063;2014-12-29T15:31:51+01:00;2021-08-09T13:05:00+02:00;Plateau;634760;6886813;67063;95211;Ennery;onstreetBus
56767;56767-67070;2014-12-29T15:31:51+01:00;2021-08-09T12:52:58+02:00;Pasteur;641175;6886941;67070;95120;Butry-sur-Oise;onstreetBus
56782;56782-67337;2014-12-29T15:31:51+01:00;2021-08-09T12:48:47+02:00;Messelan;637272;6896106;67337;95258;Frouville;onstreetBus
59068;1282787-1282788;2014-12-29T00:00:00+01:00;2021-08-09T12:48:03+02:00;Tavernes;615714;6892674;74155;95166;Cléry-en-Vexin;onstreetBus
56815;56815-67117;2014-12-29T15:31:51+01:00;2021-08-09T12:40:36+02:00;Mairie;640850;6888807;67117;95628;Valmondois;onstreetBus
58828;58828-661595;2014-12-29T15:31:51+01:00;2021-08-09T12:39:42+02:00;Rue Henri IV;614810;6889772;415871;95690;Wy-dit-Joli-Village;onstreetBus
416939;685328-685330;2015-05-19T21:32:31+02:00;2021-08-09T12:36:19+02:00;Route de Gasny;599372;6887519;416940;95523;La Roche-Guyon;onstreetBus
416922;685254-685256;2015-05-19T21:29:41+02:00;2021-08-09T12:35:26+02:00;Route de Drocourt;607817;6887482;416923;95676;Villers-en-Arthies;onstreetBus
56838;56838-67349;2014-12-29T15:31:51+01:00;2021-08-09T12:26:11+02:00;Libération;621936;6896264;67349;95142;Chars;onstreetBus
56821;56821-67368;2014-12-29T15:31:51+01:00;2021-08-09T12:23:51+02:00;Les Tuileries;629044;6897990;67368;95298;Haravilliers;onstreetBus
56854;1305112-1305113;2014-12-29T00:00:00+01:00;2021-08-09T12:20:56+02:00;Place du 19 mars 1962;601759;6893952;67256;95101;Bray-et-Lû;onstreetBus
462523;1284115-1284119;2018-10-11T00:00:00+02:00;2021-08-09T12:14:21+02:00;Rue Gauguin;613057;6895166;67298;95355;Magny-en-Vexin;onstreetBus
56834;56834-67346;2014-12-29T15:31:51+01:00;2021-08-09T12:13:07+02:00;Le Fay;630231;6895853;67346;95102;Bréançon;onstreetBus
59204;1246554-1246555;2014-12-29T00:00:00+01:00;2021-08-09T12:11:27+02:00;Le Cottage;639836;6890481;74263;95446;Nesles-la-Vallée;onstreetBus
56811;56811-66929;2014-12-29T15:31:51+01:00;2021-08-09T12:10:27+02:00;Le Chou;635462;6884680;66929;95500;Pontoise;onstreetBus
56862;56862-67087;2014-12-29T15:31:51+01:00;2021-08-09T12:08:51+02:00;Mairie;602040;6887860;67087;95301;Haute-Isle;onstreetBus
416945;685356-685358;2015-05-19T21:33:42+02:00;2021-08-09T12:07:16+02:00;Mairie;606897;6888320;416946;95676;Villers-en-Arthies;onstreetBus
59156;59156-74225;2014-12-29T15:31:51+01:00;2021-08-09T12:06:16+02:00;Karting - Aérodrome;630044;6889505;74225;95271;Génicourt;onstreetBus
56780;56780-67299;2014-12-29T15:31:51+01:00;2021-08-09T12:01:16+02:00;Grande Rue;637974;6894777;67299;95258;Frouville;onstreetBus
424273;1282862-1282863;2021-06-09T00:00:00+02:00;2021-08-09T11:52:42+02:00;Épiais;631797;6892037;67195;95213;Épiais-Rhus;onstreetBus
56768;1282809-1282810;2014-12-29T00:00:00+01:00;2021-08-09T11:49:25+02:00;Église;628242;6891216;67173;95177;Cormeilles-en-Vexin;onstreetBus
56807;56807-67129;2014-12-29T15:31:51+01:00;2021-08-09T11:47:27+02:00;Couture;641769;6889239;67129;95480;Parmain;onstreetBus
482373;1304276-1304282;2021-07-09T00:00:00+02:00;2021-08-09T11:47:15+02:00;Lavoir;615951;6890366;482374;95295;Guiry-en-Vexin;onstreetBus
56759;56759-67035;2014-12-29T15:31:51+01:00;2021-08-09T11:47:05+02:00;Cordeville;640424;6886296;67035;95039;Auvers-sur-Oise;onstreetBus
56822;56822-67362;2014-12-29T15:31:51+01:00;2021-08-09T11:46:38+02:00;Connebot;629182;6898286;67362;95298;Haravilliers;onstreetBus
416850;684879-758360;2015-05-19T21:17:12+02:00;2021-08-09T11:41:33+02:00;La Chapelle;607603;6898979;67375;95139;La Chapelle-en-Vexin;onstreetBus
416949;1283648-1283649;2015-05-19T00:00:00+02:00;2021-08-09T11:37:46+02:00;Les Roches Blanches;601179;6887996;67089;95301;Haute-Isle;onstreetBus
426976;889446-889468;2017-10-02T00:00:00+02:00;2021-08-09T11:34:43+02:00;Grande Rue;618688;6895347;426979;95054;Le Bellay-en-Vexin;onstreetBus
56866;1284059-1284052;2014-12-29T00:00:00+01:00;2021-08-09T11:30:19+02:00;Eugène Blouin;611935;6895600;67322;95355;Magny-en-Vexin;onstreetBus
56756;56756-67013;2014-12-29T15:31:51+01:00;2021-08-09T11:30:05+02:00;Boggio;638604;6885892;67013;95039;Auvers-sur-Oise;onstreetBus
56777;56777-67201;2014-12-29T15:31:51+01:00;2021-08-09T11:26:33+02:00;Artimont D915;626977;6892283;67201;95254;Frémécourt;onstreetBus
56806;1284590-1284595;2014-12-29T00:00:00+01:00;2021-08-09T11:25:32+02:00;Arcades;641930;6889838;67145;95480;Parmain;onstreetBus
56860;1282919-1282920;2014-12-29T00:00:00+01:00;2021-08-09T11:23:46+02:00;Église;608894;6892393;67199;95270;Genainville;onstreetBus
56888;1282749-1282750;2014-12-29T00:00:00+01:00;2021-08-09T11:21:00+02:00;Église;604706;6892110;67191;95150;Chaussy;onstreetBus
56904;1282910-1282911;2014-12-29T00:00:00+01:00;2021-08-09T11:17:34+02:00;École;609186;6892740;67214;95270;Genainville;onstreetBus
416881;685045-685047;2015-05-19T21:21:54+02:00;2021-08-09T11:09:24+02:00;Chantemesle;603129;6887353;416882;95301;Haute-Isle;onstreetBus
416821;684746-684748;2015-05-19T21:14:04+02:00;2021-08-09T10:58:06+02:00;Blamécourt;612651;6896343;416822;95355;Magny-en-Vexin;onstreetBus
417692;698410-698412;2015-05-26T21:12:14+02:00;2021-08-05T16:56:05+02:00;Vallée;600908;6875977;417693;78324;Jouy-Mauvoisin;onstreetBus
481665;1284627-1284633;2021-06-10T00:00:00+02:00;2021-08-05T16:49:00+02:00;Mairie RN7;666236;6825693;61948;77407;Saint-Fargeau-Ponthierry;onstreetBus
477910;1152244-1202101;2019-08-21T23:30:38+02:00;2021-08-05T15:42:21+02:00;Adour;602696;6877337;477911;78118;Buchelay;onstreetBus
417696;698549-698551;2015-05-26T21:12:52+02:00;2021-08-02T15:31:41+02:00;Belles Lances;604808;6875904;417697;78362;Mantes-la-Ville;onstreetBus
56989;56989-66138;2014-12-29T15:31:51+01:00;2021-08-02T15:31:41+02:00;Patinoire;604008;6878332;66138;78361;Mantes-la-Jolie;onstreetBus
417686;698271-698273;2015-05-26T21:11:38+02:00;2021-08-02T15:03:32+02:00;Maison des Syndicats;607093;6876023;417687;78362;Mantes-la-Ville;onstreetBus
57181;57181-65844;2014-12-29T15:31:51+01:00;2021-08-02T15:03:32+02:00;Collège Albert Camus;613633;6877284;65844;78267;Gargenville;onstreetBus
57109;57109-64889;2014-12-29T15:31:51+01:00;2021-08-02T15:03:32+02:00;Mare Nogris;594087;6871491;64889;78444;Neauphlette;onstreetBus
57124;57124-66483;2014-12-29T15:31:51+01:00;2021-08-02T15:03:32+02:00;Follainville Diderot;605934;6880533;66483;78239;Follainville-Dennemont;onstreetBus
56621;56621-64635;2014-12-29T15:31:51+01:00;2021-08-02T15:03:32+02:00;Petit Heurteloup;595672;6867938;64635;78346;Longnes;onstreetBus
54315;895087-895031;2014-12-29T00:00:00+01:00;2021-08-02T15:03:32+02:00;Dufour;611221;6876423;65709;78314;Issou;onstreetBus
42933;758197-758207;2014-12-29T00:00:00+01:00;2021-08-02T15:03:32+02:00;Promenade des Tilleuls;595156;6883082;66747;78057;Bennecourt;onstreetBus
55801;1306777-1306778;2014-12-29T00:00:00+01:00;2021-07-26T11:29:46+02:00;Arzillières;677642;6871214;68808;77118;Claye-Souilly;onstreetBus
46000;46000-69879;2014-12-29T15:31:51+01:00;2021-07-26T09:12:29+02:00;AREPA;650338;6852268;69879;94038;L'Haÿ-les-Roses;onstreetBus
46474;46474-65452;2014-12-29T15:31:51+01:00;2021-07-21T18:23:07+02:00;Eugène Lamarre;649966;6874885;65452;95428;Montmorency;onstreetBus
463854;1119672-1115729;2019-02-20T00:00:00+01:00;2021-07-19T21:23:45+02:00;Montparnasse - Rue du Départ;650372;6860531;71139;75115;Paris 15e;onstreetBus
482372;1304257-1304764;2021-07-08T18:12:34+02:00;2021-07-16T10:41:12+02:00;Rouillon;648550;6842359;482386;91345;Longjumeau;onstreetBus
50241;50241-71995;2014-12-29T15:31:51+01:00;2021-07-05T18:25:47+02:00;Jeanne d'Arc;659870;6865687;71995;93053;Noisy-le-Sec;onstreetBus
58093;58093-72021;2014-12-29T15:31:51+01:00;2021-07-05T18:22:04+02:00;Gambetta;660497;6866069;72021;93053;Noisy-le-Sec;onstreetBus
58096;828129-828128;2014-12-29T00:00:00+01:00;2021-07-05T16:43:55+02:00;Pierre Brossolette;662401;6866975;72446;93010;Bondy;onstreetBus
45895;45895-1208857;2014-12-29T15:31:51+01:00;2021-07-01T11:32:04+02:00;Lénine;650858;6856689;479898;94003;Arcueil;onstreetBus
45365;45365-71070;2014-12-29T15:31:51+01:00;2021-06-07T18:33:11+02:00;Lycée Louis Armand;647490;6859933;71070;75115;Paris 15e;onstreetBus
416574;666870-63261;2015-05-12T21:56:03+02:00;2021-06-01T17:19:15+02:00;Jean Mermoz;647028;6847868;63261;91377;Massy;onstreetBus
416628;974342-974319;2015-05-12T00:00:00+02:00;2021-06-01T17:19:15+02:00;Hôtel de Ville;648090;6843897;62773;91345;Longjumeau;onstreetBus
416634;667164-667166;2015-05-12T21:58:07+02:00;2021-06-01T17:19:15+02:00;Rue Lavoisier;650592;6843736;416635;91432;Morangis;onstreetBus
416609;667044-667046;2015-05-12T21:57:13+02:00;2021-06-01T17:19:15+02:00;Jesse Owens;650209;6845475;416610;91161;Chilly-Mazarin;onstreetBus
