ZdAId;ZdAVersion;ZdACreated;ZdAChanged;ZdAName;ZdAXEpsg2154;ZdAYEpsg2154;ZdCId;ZdAPostalRegion;ZdATown;ZdAType
50969;50969-72288;2014-12-29T15:31:51+01:00;2024-07-17T14:11:48+02:00;Parc de la Légion d'Honneur;653414;6870351;72288;93066;Saint-Denis;onstreetBus
44167;44167-70639;2014-12-29T15:31:51+01:00;2024-07-17T13:58:54+02:00;Montsouris - Tombe Issoire;650860;6858289;70639;75114;Paris 14e;onstreetBus
50771;50771-70171;2014-12-29T15:31:51+01:00;2024-07-17T13:17:20+02:00;Montaigut;659180;6854602;70171;94028;Créteil;onstreetBus
45472;45472-73659;2014-12-29T15:31:51+01:00;2024-07-17T13:15:06+02:00;Michel-Ange - Varize;645585;6860358;73659;75116;Paris 16e;onstreetBus
46514;46514-72005;2014-12-29T15:31:51+01:00;2024-07-17T13:13:14+02:00;Metz - Etienne Dolet;661716;6865755;72005;93010;Bondy;onstreetBus
45626;1351830-1351829;2014-12-29T00:00:00+01:00;2024-07-17T13:11:50+02:00;Ménilmontant - Pelleport;655927;6863597;71844;75120;Paris 20e;onstreetBus
473573;1100837-71703;2019-03-19T00:00:00+01:00;2024-07-17T12:58:00+02:00;Maraichers;656420;6861567;71703;75120;Paris 20e;onstreetBus
46497;1301675-1347707;2014-12-29T00:00:00+01:00;2024-07-17T12:45:42+02:00;Lycée Professionnel Simone Weil - Église de Pantin;656713;6866057;482832;93055;Pantin;onstreetBus
47061;804670-804665;2014-12-29T00:00:00+01:00;2024-07-17T12:41:42+02:00;Lycée de Morangis;650461;6845326;424720;91432;Morangis;onstreetBus
51227;51227-63151;2014-12-29T15:31:51+01:00;2024-07-17T12:24:42+02:00;Les Fontaines;656241;6846293;63151;91027;Athis-Mons;onstreetBus
47339;47339-1349015;2014-12-29T15:31:51+01:00;2024-07-17T12:18:37+02:00;Léo Lagrange;662539;6867491;72480;93010;Bondy;onstreetBus
53182;53182-71766;2014-12-29T15:31:51+01:00;2024-07-17T12:18:04+02:00;Lenain De Tillemont;660357;6862424;71766;93048;Montreuil;onstreetBus
45659;45659-700162;2014-12-29T15:31:51+01:00;2024-07-17T12:05:27+02:00;La Plaine;656286;6861346;71681;75120;Paris 20e;onstreetBus
57043;57043-71917;2014-12-29T15:31:51+01:00;2024-07-16T16:59:14+02:00;Place Saint-Martin;660061;6864658;71917;93053;Noisy-le-Sec;onstreetBus
44942;1592506-1592511;2014-12-29T15:31:51+01:00;2024-07-15T15:38:51+02:00;Thionville-sur-Opton;597456;6853744;63679;78381;Maulette;onstreetBus
473421;1591506-1095762;2019-03-13T00:00:00+01:00;2024-07-15T09:08:51+02:00;La Frette - Montigny;640013;6875937;65659;95257;La Frette-sur-Seine;onstreetBus
52200;52200-65904;2014-12-29T15:31:51+01:00;2024-07-12T07:55:51+02:00;Rue du Fer à Cheval;655331;6877030;65904;95585;Sarcelles;onstreetBus
462394;1590890-1180723;2018-09-25T00:00:00+02:00;2024-07-09T07:20:12+02:00;Gare du Nord;652822;6864890;71410;75110;Paris 10e;railStation
473609;1273235-64021;2019-03-18T00:00:00+01:00;2024-07-08T14:25:44+02:00;Gare de Versailles - Rive Droite;636408;6856978;64021;78646;Versailles;onstreetBus
51295;1350061-1571855;2014-12-29T00:00:00+01:00;2024-07-08T09:16:27+02:00;Institut Gustave Roussy - Entrée Principale;652261;6855033;478860;94076;Villejuif;onstreetBus
57771;57771-63461;2014-12-29T15:31:51+01:00;2024-07-05T14:16:06+02:00;Bois de l'Etang;624024;6851613;63461;78644;La Verrière;onstreetBus
50797;50797-69967;2014-12-29T15:31:51+01:00;2024-07-05T11:28:04+02:00;Tournelles;651498;6853082;69967;94038;L'Haÿ-les-Roses;onstreetBus
50784;1362711-1534277;2014-12-29T00:00:00+01:00;2024-07-05T11:28:04+02:00;Four Peary / Choisy Sud;656807;6850558;69742;94022;Choisy-le-Roi;onstreetBus
58361;58361-69822;2014-12-29T15:31:51+01:00;2024-07-05T11:28:04+02:00;Panhard - Hugo;655666;6851682;69822;94073;Thiais;onstreetBus
46592;46592-70891;2014-12-29T15:31:51+01:00;2024-07-05T11:28:04+02:00;Les Bergères;643333;6865296;70891;92062;Puteaux;onstreetBus
423164;897530-897531;2016-07-14T00:00:00+02:00;2024-07-05T11:28:04+02:00;17 Octobre 1961;642574;6866739;423192;92050;Nanterre;onstreetBus
51182;51182-69831;2014-12-29T15:31:51+01:00;2024-07-05T11:28:04+02:00;Mairie;655401;6851742;69831;94073;Thiais;onstreetBus
50597;50597-70918;2014-12-29T15:31:51+01:00;2024-07-05T11:28:04+02:00;Liberté;642403;6865989;70918;92050;Nanterre;onstreetBus
57234;57234-70907;2014-12-29T15:31:51+01:00;2024-07-04T11:48:14+02:00;Place Foch;640837;6865683;70907;92050;Nanterre;onstreetBus
50499;1323263-1323264;2014-12-29T00:00:00+01:00;2024-07-04T11:48:14+02:00;Félix Faure (av Georges Clemenceau);642329;6865407;70893;92050;Nanterre;onstreetBus
50579;50579-660412;2014-12-29T15:31:51+01:00;2024-07-04T11:48:14+02:00;Clémenceau - Sadi Carnot;642018;6865458;70895;92050;Nanterre;onstreetBus
47031;47031-1321951;2014-12-29T15:31:51+01:00;2024-07-03T19:16:57+02:00;Abel Gance;645565;6859621;71051;92012;Boulogne-Billancourt;onstreetBus
51304;51304-69758;2014-12-29T15:31:51+01:00;2024-07-03T19:16:57+02:00;Crèche Jean Effel;656954;6850773;69758;94022;Choisy-le-Roi;onstreetBus
50596;50596-71441;2014-12-29T15:31:51+01:00;2024-07-03T19:16:57+02:00;Paul Lafargue;644734;6865349;71441;92062;Puteaux;onstreetBus
44391;44391-63153;2014-12-29T15:31:51+01:00;2024-07-03T19:16:55+02:00;Place de Mons;655932;6846348;63153;91027;Athis-Mons;onstreetBus
426757;876774-876776;2017-08-02T21:12:29+02:00;2024-06-28T13:40:16+02:00;Montagne des Glaises;660465;6834888;426758;91174;Corbeil-Essonnes;onstreetBus
473420;1095734-1095749;2019-03-13T00:00:00+01:00;2024-06-28T08:43:35+02:00;Gare de La Ferté-sous-Jouarre;709123;6872290;68918;77183;La Ferté-sous-Jouarre;onstreetBus
426219;1577285-1097476;2017-04-13T00:00:00+02:00;2024-06-28T06:49:24+02:00;Mairie - Rosny-sous-Bois RER;662387;6863626;71935;93064;Rosny-sous-Bois;onstreetBus
486043;1438316-1578823;2022-10-25T16:46:34+02:00;2024-06-27T12:48:31+02:00;Alfred Nobel;664353;6870468;491786;93071;Sevran;onstreetBus
426373;855264-1233000;2017-05-23T00:00:00+02:00;2024-06-27T12:36:51+02:00;Calmette et Guérin;664395;6872525;73505;93005;Aulnay-sous-Bois;onstreetBus
42958;42958-73571;2014-12-29T15:31:51+01:00;2024-06-27T12:36:36+02:00;Epis;663650;6875252;73571;93073;Tremblay-en-France;onstreetBus
48699;48699-63228;2014-12-29T15:31:51+01:00;2024-06-27T12:22:25+02:00;Sabot d'Argent;619922;6847336;63228;78220;Les Essarts-le-Roi;onstreetBus
418996;715723-715725;2015-07-07T14:33:48+02:00;2024-06-27T12:18:24+02:00;Paray Gare;615034;6820528;418997;78071;Boinville-le-Gaillard;onstreetBus
45902;1328485-1328486;2014-12-29T00:00:00+01:00;2024-06-26T15:52:59+02:00;Chaperon Vert - Lénine;651149;6857611;70546;75114;Paris 14e;onstreetBus
463873;1034946-73647;2019-02-21T00:00:00+01:00;2024-06-26T15:52:49+02:00;Charonne - Voltaire;654913;6861800;73647;75111;Paris 11e;onstreetBus
42561;42561-71728;2014-12-29T15:31:51+01:00;2024-06-26T15:52:49+02:00;Charonne - Bagnolet;655522;6861983;71728;75111;Paris 11e;onstreetBus
53284;53284-66753;2014-12-29T15:31:51+01:00;2024-06-25T15:28:50+02:00;Alligator;600598;6883187;66753;78437;Mousseaux-sur-Seine;onstreetBus
46242;46242-1122458;2014-12-29T15:31:51+01:00;2024-06-24T12:12:41+02:00;227 Avenue des Nations;664808;6875937;73573;93073;Tremblay-en-France;onstreetBus
57910;57910-63754;2014-12-29T15:31:51+01:00;2024-06-22T12:00:28+02:00;Mail des Saules;630371;6854140;63754;78297;Guyancourt;onstreetBus
42352;42352-63604;2014-12-29T15:31:51+01:00;2024-06-22T12:00:28+02:00;Bois de la Garenne;631067;6852824;63604;78297;Guyancourt;onstreetBus
44117;44117-71346;2014-12-29T15:31:51+01:00;2024-06-20T16:42:49+02:00;Matignon - Saint-Honoré;649700;6863822;71346;75108;Paris 8e;onstreetBus
483370;1362614-1362619;2021-12-15T00:00:00+01:00;2024-06-20T16:42:49+02:00;Marché;644376;6859257;71023;92012;Boulogne-Billancourt;onstreetBus
425989;841069-841068;2017-03-06T00:00:00+01:00;2024-06-20T16:42:49+02:00;Lourmel - Félix Faure;647340;6860130;71086;75115;Paris 15e;onstreetBus
50425;50425-71901;2014-12-29T15:31:51+01:00;2024-06-20T16:42:49+02:00;Trois Communes;659639;6864410;71901;93063;Romainville;onstreetBus
51621;51621-71883;2014-12-29T15:31:51+01:00;2024-06-19T09:13:26+02:00;Rue de Romainville;659639;6864237;71883;93063;Romainville;onstreetBus
416480;666430-666432;2015-05-12T21:53:50+02:00;2024-06-19T09:04:25+02:00;Pascal;662443;6862815;416481;93064;Rosny-sous-Bois;onstreetBus
44196;44196-63733;2014-12-29T15:31:51+01:00;2024-06-17T08:32:00+02:00;Nieuport;641803;6853896;63733;78640;Vélizy-Villacoublay;onstreetBus
43360;43360-70768;2014-12-29T15:31:51+01:00;2024-06-14T15:45:37+02:00;Henri Regnault;640591;6862342;70768;92063;Rueil-Malmaison;onstreetBus
46158;46158-72624;2014-12-29T15:31:51+01:00;2024-06-14T14:49:37+02:00;Foch - Gallieni;660815;6869909;72624;93007;Le Blanc-Mesnil;onstreetBus
45707;45707-71882;2014-12-29T15:31:51+01:00;2024-06-13T15:32:33+02:00;Chassagnole;656990;6864205;71882;93045;Les Lilas;onstreetBus
425789;836302-1322492;2017-02-01T00:00:00+01:00;2024-06-13T11:48:47+02:00;Belle Etoile - La Pompe;653849;6845301;425790;91027;Athis-Mons;onstreetBus
463861;1034599-71906;2019-02-20T00:00:00+01:00;2024-06-12T15:17:48+02:00;Botzaris;655215;6864559;71906;75119;Paris 19e;onstreetBus
463327;1369556-71073;2019-01-30T00:00:00+01:00;2024-06-12T14:55:55+02:00;Balard;647031;6859797;71073;75115;Paris 15e;onstreetBus
47373;47373-1597446;2014-12-29T15:31:51+01:00;2024-06-12T14:09:30+02:00;Avenue de Suresnes;642806;6862482;70771;92064;Saint-Cloud;onstreetBus
51247;51247-72501;2014-12-29T15:31:51+01:00;2024-06-12T13:18:46+02:00;Ambroise Paré;661635;6867979;72501;93010;Bondy;onstreetBus
58454;58454-62625;2014-12-29T15:31:51+01:00;2024-06-12T13:17:26+02:00;Allemane - Boileau;651583;6842894;62625;91589;Savigny-sur-Orge;onstreetBus
463343;1026667-71432;2019-01-30T00:00:00+01:00;2024-06-12T09:03:35+02:00;Abbesses;651470;6865158;71432;75118;Paris 18e;onstreetBus
45295;45295-1209936;2014-12-29T15:31:51+01:00;2024-06-12T08:40:19+02:00;Tolbiac - Baudricourt;653333;6858704;479959;75113;Paris 13e;onstreetBus
473664;1101146-71828;2019-03-19T00:00:00+01:00;2024-06-12T08:31:25+02:00;Pelleport - Gambetta;656092;6863328;71828;75120;Paris 20e;onstreetBus
46499;46499-1617093;2014-12-29T15:31:51+01:00;2024-06-12T08:21:34+02:00;Raymond Quenaud - Route de Noisy;658000;6866296;72039;93055;Pantin;onstreetBus
46496;46496-72004;2014-12-29T15:31:51+01:00;2024-06-11T13:10:59+02:00;Hoche - Jean Lolive;656056;6865836;72004;93055;Pantin;onstreetBus
50447;50447-72770;2014-12-29T15:31:51+01:00;2024-06-11T12:38:23+02:00;Gabriel Péri;657252;6872888;72770;93030;Dugny;onstreetBus
473400;1373442-1095250;2019-03-13T00:00:00+01:00;2024-06-10T12:04:41+02:00;Ivry-sur-Seine RER;655138;6857239;424396;94041;Ivry-sur-Seine;onstreetBus
470567;1366286-70488;2019-03-06T00:00:00+01:00;2024-06-10T12:04:41+02:00;Mairie d'Ivry - Métro;654774;6856952;70488;94041;Ivry-sur-Seine;onstreetBus
50424;50424-71898;2014-12-29T15:31:51+01:00;2024-06-10T12:04:29+02:00;La Boissière;660170;6864292;71898;93048;Montreuil;onstreetBus
57252;1353081-1578635;2014-12-29T00:00:00+01:00;2024-06-10T09:57:07+02:00;Médiathèque Aragon;661517;6861301;415663;94033;Fontenay-sous-Bois;onstreetBus
50381;1323684-1323685;2014-12-29T00:00:00+01:00;2024-06-10T09:51:20+02:00;Nouvelle France (rue de la Nouvelle France);660655;6862690;71829;93048;Montreuil;onstreetBus
50434;50434-69993;2014-12-29T15:31:51+01:00;2024-06-06T14:20:52+02:00;Les Dahlias;652591;6853323;69993;94038;L'Haÿ-les-Roses;onstreetBus
491531;1571142-1575396;2024-05-22T18:34:32+02:00;2024-06-05T09:22:21+02:00;Alembert Carrel;657266;6861790;491694;93048;Montreuil;onstreetBus
54115;1571605-1573786;2014-12-29T00:00:00+01:00;2024-06-03T14:18:45+02:00;Santos Dumont;632298;6857367;491616;78545;Saint-Cyr-l'École;onstreetBus
480431;1221889-1352562;2021-01-04T12:00:41+01:00;2024-05-31T19:14:27+02:00;Sans Souci;646049;6841415;482884;91587;Saulx-les-Chartreux;onstreetBus
46694;46694-853984;2014-12-29T15:31:51+01:00;2024-05-31T10:36:56+02:00;Alexis Fourcault;637710;6856466;426363;78646;Versailles;onstreetBus
50525;50525-70886;2014-12-29T15:31:51+01:00;2024-05-30T14:27:50+02:00;Baudin;639631;6865199;70886;92063;Rueil-Malmaison;onstreetBus
45112;45112-1338150;2014-12-29T15:31:51+01:00;2024-05-30T14:22:26+02:00;Assas - Duguay Trouin;650853;6860897;71160;75106;Paris 6e;onstreetBus
46085;46085-72241;2014-12-29T15:31:51+01:00;2024-05-30T12:17:50+02:00;Jesse Owens;653430;6869467;72241;93066;Saint-Denis;onstreetBus
412375;474912-483075;2015-02-12T17:16:15+01:00;2024-05-30T12:08:22+02:00;Girardot (Rue Louise Michel);658244;6863907;412665;93006;Bagnolet;onstreetBus
45073;1385028-1385027;2014-12-29T00:00:00+01:00;2024-05-29T15:08:28+02:00;Wilson - De Pressensé;652992;6868899;72207;93066;Saint-Denis;onstreetBus
45137;45137-71195;2014-12-29T15:31:51+01:00;2024-05-29T14:57:31+02:00;Vaneau - Babylone;649999;6861515;71195;75107;Paris 7e;onstreetBus
52240;52240-71384;2014-12-29T15:31:51+01:00;2024-05-29T14:02:53+02:00;Navarin;651495;6864614;71384;75109;Paris 9e;onstreetBus
57516;57516-70392;2014-12-29T15:31:51+01:00;2024-05-29T13:58:42+02:00;Mayenne;660645;6856421;70392;94028;Créteil;onstreetBus
45603;1560630-71920;2014-12-29T00:00:00+01:00;2024-05-29T13:55:59+02:00;Marché Secrétan / Bolivar;654077;6864712;71920;75119;Paris 19e;onstreetBus
462073;976721-1337755;2018-08-07T00:00:00+02:00;2024-05-29T10:09:12+02:00;Convention - Saint-Charles;647350;6860637;482787;75115;Paris 15e;onstreetBus
50385;50385-1332477;2014-12-29T15:31:51+01:00;2024-05-29T08:52:06+02:00;Mairie;657246;6863349;71836;93006;Bagnolet;onstreetBus
45560;45560-660423;2014-12-29T15:31:51+01:00;2024-05-29T08:25:11+02:00;Drevet;651642;6865261;71456;75118;Paris 18e;onstreetBus
47695;47695-1548213;2014-12-29T15:31:51+01:00;2024-05-28T10:17:48+02:00;Rue de Lallier;652592;6852947;69974;94038;L'Haÿ-les-Roses;onstreetBus
44877;1347558-655066;2014-12-29T00:00:00+01:00;2024-05-27T10:16:08+02:00;Saint-Michel Notre-Dame;651934;6861642;73620;75105;Paris 5e;railStation
49947;1571091-1571092;2014-12-29T15:31:51+01:00;2024-05-17T15:22:30+02:00;Gare Flamboin;721807;6819292;61729;77208;Gouaix;onstreetBus
51893;1571087-1571088;2014-12-29T15:31:51+01:00;2024-05-17T14:50:37+02:00;Eglise;704573;6816918;61684;77311;Montigny-Lencoup;onstreetBus
52789;52789-62629;2014-12-29T15:31:51+01:00;2024-05-17T14:36:09+02:00;Victor Hugo;636966;6843003;62629;91275;Gometz-le-Châtel;onstreetBus
52788;52788-61044;2014-12-29T15:31:51+01:00;2024-05-17T14:28:50+02:00;Rue Neuve;636865;6842860;61044;91275;Gometz-le-Châtel;onstreetBus
52870;1015982-1328950;2014-12-29T00:00:00+01:00;2024-05-17T14:24:20+02:00;Gymnase de Favreuse;639680;6850874;63414;91534;Saclay;onstreetBus
45669;45669-1323694;2014-12-29T15:31:51+01:00;2024-05-17T09:22:51+02:00;Musée du Louvre;651153;6862582;71297;75101;Paris 1er;onstreetBus
412743;1570776-1274434;2017-10-20T00:00:00+02:00;2024-05-14T06:41:35+02:00;Saint-Denis;652048;6870738;72323;93066;Saint-Denis;railStation
462388;1570771-63923;2018-09-25T00:00:00+02:00;2024-05-14T06:38:25+02:00;Viroflay Rive Gauche;639151;6855940;63923;78686;Viroflay;railStation
43231;1570765-1096173;2014-12-29T00:00:00+01:00;2024-05-14T06:34:10+02:00;Le Bourget;657931;6870238;72641;93013;Le Bourget;railStation
43140;1570763-655235;2014-12-29T15:31:51+01:00;2024-05-14T06:32:43+02:00;La Courneuve - Aubervilliers;655015;6869543;72598;93027;La Courneuve;railStation
48703;48703-63374;2014-12-29T15:31:51+01:00;2024-05-13T12:17:24+02:00;Groupe scolaire Champmesnil;623233;6849949;63374;78397;Le Mesnil-Saint-Denis;onstreetBus
52877;52877-62877;2014-12-29T15:31:51+01:00;2024-05-07T13:24:08+02:00;Les Foulons;643800;6844551;62877;91661;Villebon-sur-Yvette;onstreetBus
52876;52876-62873;2014-12-29T15:31:51+01:00;2024-05-07T13:22:29+02:00;MJC Boby Lapointe;643434;6844525;62873;91661;Villebon-sur-Yvette;onstreetBus
58932;58932-74063;2014-12-29T15:31:51+01:00;2024-05-07T12:42:10+02:00;Cimetière;636756;6841814;74063;91275;Gometz-le-Châtel;onstreetBus
470554;1072382-71957;2019-03-06T00:00:00+01:00;2024-05-07T10:21:13+02:00;Laumière;654530;6865118;71957;75119;Paris 19e;onstreetBus
43671;43671-1119922;2014-12-29T15:31:51+01:00;2024-05-07T10:11:52+02:00;Leblanc - Delbarre;646818;6860021;474405;75115;Paris 15e;onstreetBus
463883;1035177-1578156;2019-02-21T00:00:00+01:00;2024-05-07T10:04:23+02:00;Corentin Cariou;654721;6866312;72031;75119;Paris 19e;onstreetBus
45382;45382-71078;2014-12-29T15:31:51+01:00;2024-05-03T17:33:15+02:00;Procession;649219;6860002;71078;75115;Paris 15e;onstreetBus
473669;1101186-658586;2019-03-19T00:00:00+01:00;2024-05-03T17:33:15+02:00;Pigalle;651407;6864908;71409;75109;Paris 9e;onstreetBus
47793;47793-1435527;2014-12-29T15:31:51+01:00;2024-04-26T13:51:04+02:00;Abreuvoir;633988;6863413;64379;78372;Marly-le-Roi;onstreetBus
491494;1568955-1568959;2024-04-24T18:17:25+02:00;2024-04-24T18:17:25+02:00;Moncey;650961;6864619;71372;75109;Paris 9e;onstreetBus
57857;57857-63838;2014-12-29T15:31:51+01:00;2024-04-24T17:53:43+02:00;Fort de Saint-Cyr;629190;6855181;63838;78423;Montigny-le-Bretonneux;onstreetBus
48234;755526-1194321;2014-12-29T00:00:00+01:00;2024-04-24T14:18:57+02:00;La Folie Bessin;640948;6841135;60907;91363;Marcoussis;onstreetBus
52300;1352616-1352615;2014-12-29T00:00:00+01:00;2024-04-24T13:40:46+02:00;Lunézy;646807;6841760;60955;91587;Saulx-les-Chartreux;onstreetBus
473322;1096103-1096182;2019-03-13T00:00:00+01:00;2024-04-22T13:35:14+02:00;Gare de Blanc-Mesnil;661728;6870424;72648;93007;Le Blanc-Mesnil;onstreetBus
43038;1568549-1568550;2014-12-29T00:00:00+01:00;2024-04-19T16:27:20+02:00;Gabriel Péri / Viroflay Rive Gauche - Droite;638957;6856315;63980;78686;Viroflay;onstreetBus
43119;43119-1119571;2014-12-29T15:31:51+01:00;2024-04-19T16:04:06+02:00;Deuil Montmagny;651476;6875230;65562;95427;Montmagny;onstreetBus
48253;48253-60638;2014-12-29T15:31:51+01:00;2024-04-19T10:30:59+02:00;Le Moulin à Vent;644715;6838506;60638;91425;Montlhéry;onstreetBus
477682;1147074-1338708;2019-08-07T00:00:00+02:00;2024-04-18T17:19:43+02:00;Charles de Gaulle - Etoile;648314;6864045;71347;75117;Paris 17e;metroStation
52815;52815-1591276;2014-12-29T15:31:51+01:00;2024-04-18T16:46:54+02:00;Ecole de Mondétour;640070;6843092;62633;91471;Orsay;onstreetBus
485336;1419372-1567789;2022-07-22T14:30:41+02:00;2024-04-15T16:55:31+02:00;Costco;642630;6843333;491451;91661;Villebon-sur-Yvette;onstreetBus
491372;1564836-1566450;2024-04-03T19:08:58+02:00;2024-04-15T16:09:27+02:00;Piscine - Patinoire;643887;6869879;491420;92025;Colombes;onstreetBus
491324;1564381-1564391;2024-04-02T10:12:25+02:00;2024-04-11T14:18:31+02:00;Rouzée;650683;6881727;491326;95199;Domont;onstreetBus
491348;1564677-1566518;2024-04-02T18:50:36+02:00;2024-04-11T13:35:20+02:00;Gravier du Bac;676312;6863527;491426;77438;Saint-Thibault-des-Vignes;onstreetBus
43033;43033-71343;2014-12-29T15:31:51+01:00;2024-04-11T13:27:07+02:00;Friedland - Haussmann;649072;6864095;71343;75108;Paris 8e;onstreetBus
47238;1105546-1105547;2014-12-29T00:00:00+01:00;2024-04-11T08:09:37+02:00;Fontenay-sous-Bois;660628;6860549;71630;94033;Fontenay-sous-Bois;railStation
47889;1108113-1106007;2014-12-29T00:00:00+01:00;2024-04-11T08:09:37+02:00;Saint-Rémy-lès-Chevreuse;631664;6845134;62978;78575;Saint-Rémy-lès-Chevreuse;railStation
47900;47900-655336;2014-12-29T15:31:51+01:00;2024-04-11T08:09:37+02:00;Val de Fontenay;662508;6861699;71718;94033;Fontenay-sous-Bois;railStation
43171;43171-70940;2014-12-29T15:31:51+01:00;2024-04-11T08:09:37+02:00;Nanterre Ville;640987;6866413;70940;92050;Nanterre;railStation
43169;661083-1209682;2014-12-29T00:00:00+01:00;2024-04-11T08:09:37+02:00;Nanterre Préfecture;643031;6866489;70945;92050;Nanterre;railStation
43146;1119620-1119621;2014-12-29T00:00:00+01:00;2024-04-11T08:09:37+02:00;La Varenne - Chennevières;664242;6855137;72998;94068;Saint-Maur-des-Fossés;railStation
43135;1105548-1105549;2014-12-29T00:00:00+01:00;2024-04-11T08:09:37+02:00;Joinville-le-Pont;660636;6858037;70640;94042;Joinville-le-Pont;railStation
43125;1105902-1105900;2014-12-29T00:00:00+01:00;2024-04-11T08:09:37+02:00;Fontenay-aux-Roses;648050;6854397;70133;92032;Fontenay-aux-Roses;railStation
43103;1105883-1105885;2014-12-29T00:00:00+01:00;2024-04-11T08:09:37+02:00;Bures-sur-Yvette;638497;6844332;62851;91122;Bures-sur-Yvette;railStation
43067;1119536-1119537;2014-12-29T00:00:00+01:00;2024-04-11T08:09:37+02:00;Arcueil - Cachan;650645;6855611;70263;94016;Cachan;railStation
43186;43186-897147;2014-12-29T15:31:51+01:00;2024-04-11T08:09:37+02:00;Robinson;647194;6853590;427230;92071;Sceaux;railStation
488519;1513999-1566018;2023-09-26T10:06:40+02:00;2024-04-10T10:50:21+02:00;Gourgaud - Paul Adam;648775;6865651;71505;75117;Paris 17e;onstreetBus
427002;893641-893634;2017-10-10T00:00:00+02:00;2024-04-10T09:35:45+02:00;Porte de France;654545;6858731;427003;75113;Paris 13e;onstreetBus
473764;1102823-71315;2019-03-19T00:00:00+01:00;2024-04-10T09:35:45+02:00;Victor Hugo - Poincaré;647571;6863539;71315;75116;Paris 16e;onstreetBus
43428;1565840-1565841;2014-12-29T15:31:51+01:00;2024-04-09T13:23:20+02:00;Jean Jaurès - Lorraine / Laumière;654695;6865277;482876;75119;Paris 19e;onstreetBus
44288;44288-63660;2014-12-29T15:31:51+01:00;2024-04-08T16:26:55+02:00;Paul Langevin;625801;6853381;63660;78621;Trappes;onstreetBus
43573;43573-63593;2014-12-29T15:31:51+01:00;2024-04-08T16:26:55+02:00;La Passerelle;624290;6852783;63593;78208;Élancourt;onstreetBus
43780;43780-63507;2014-12-29T15:31:51+01:00;2024-04-08T16:26:55+02:00;Les Pyramides;622702;6851970;63507;78383;Maurepas;onstreetBus
473333;1369081-63886;2019-03-14T00:00:00+01:00;2024-04-08T16:26:55+02:00;Porchefontaine / Octroi;637757;6855698;63886;78646;Versailles;onstreetBus
45008;45008-63906;2014-12-29T15:31:51+01:00;2024-04-08T15:37:12+02:00;Vergennes;636721;6855866;63906;78646;Versailles;onstreetBus
59144;59144-74216;2014-12-29T15:31:51+01:00;2024-04-08T15:03:06+02:00;Froëlicher;679671;6858256;74216;77181;Ferrières-en-Brie;onstreetBus
417798;1269925-1269926;2015-05-26T00:00:00+02:00;2024-04-08T15:03:06+02:00;Coulée Verte;686379;6863641;417799;77268;Magny-le-Hongre;onstreetBus
56010;1236672-1236673;2014-12-29T00:00:00+01:00;2024-04-08T15:03:06+02:00;Centre Commercial;678351;6858540;68026;77181;Ferrières-en-Brie;onstreetBus
44380;44380-68209;2014-12-29T15:31:51+01:00;2024-04-08T15:03:06+02:00;Place de l'Europe;686806;6861139;68209;77018;Bailly-Romainvilliers;onstreetBus
55780;55780-68116;2014-12-29T15:31:51+01:00;2024-04-08T15:03:06+02:00;Lycée Martin Luther King;679399;6859967;68116;77058;Bussy-Saint-Georges;onstreetBus
55788;55788-68442;2014-12-29T15:31:51+01:00;2024-04-08T15:03:06+02:00;Metz;678856;6864273;68442;77243;Lagny-sur-Marne;onstreetBus
55865;871528-871529;2014-12-29T00:00:00+01:00;2024-04-08T15:03:06+02:00;Château;678595;6858200;67999;77181;Ferrières-en-Brie;onstreetBus
55813;55813-68354;2014-12-29T15:31:51+01:00;2024-04-08T15:03:06+02:00;Binaches;681857;6863241;68354;77307;Montévrain;onstreetBus
55821;55821-68445;2014-12-29T15:31:51+01:00;2024-04-08T15:03:06+02:00;Pouzol;679167;6864263;68445;77243;Lagny-sur-Marne;onstreetBus
55833;55833-68418;2014-12-29T15:31:51+01:00;2024-04-08T15:03:06+02:00;Sophora;681668;6864020;68418;77307;Montévrain;onstreetBus
55908;55908-68192;2014-12-29T15:31:51+01:00;2024-04-08T15:03:06+02:00;Armières;686217;6860997;68192;77018;Bailly-Romainvilliers;onstreetBus
55917;55917-68339;2014-12-29T15:31:51+01:00;2024-04-08T15:03:06+02:00;Clé des Champs;686506;6863079;68339;77268;Magny-le-Hongre;onstreetBus
55932;55932-68272;2014-12-29T15:31:51+01:00;2024-04-08T15:03:06+02:00;Clos du Chêne;682049;6861839;68272;77307;Montévrain;onstreetBus
42428;42428-62680;2014-12-29T15:31:51+01:00;2024-04-05T15:34:23+02:00;Canada;640723;6843221;62680;91692;Les Ulis;onstreetBus
463858;1301640-1617093;2019-02-20T00:00:00+01:00;2024-04-05T14:45:06+02:00;Raymond Queneau - Métro;657845;6866301;72039;93055;Pantin;onstreetBus
46140;46140-72693;2014-12-29T15:31:51+01:00;2024-04-05T14:39:46+02:00;Abbé Niort;658472;6871338;72693;93007;Le Blanc-Mesnil;onstreetBus
54744;1271926-1271927;2014-12-29T00:00:00+01:00;2024-04-04T18:10:49+02:00;Jaurès;632735;6866492;64557;78551;Saint-Germain-en-Laye;onstreetBus
473198;1089188-1115729;2019-03-11T00:00:00+01:00;2024-04-03T19:12:18+02:00;Montparnasse 2 - Gare TGV;649883;6860046;71139;75115;Paris 15e;onstreetBus
